sentence,processed_text,sentiment,token_count,original_length,processed_length
"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",finnish bank land reports operating profit eur 22 mn first quarter 2010 eur 63 mn corresponding period 2009,negative,18,151,107
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",finnish electronics contract manufacturer scanfil reports net sales eur 2412 mn 2006 eur 3216 mn 2005,negative,16,126,101
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",finnish electronics contract manufacturer scanfil reports net sales eur 589 mn second quarter 2007 eur 624 mn year earlier,negative,19,153,122
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",finnish exel composites technology company designs manufactures markets composite profiles tubes various industrial applications reports net sales decreased 06 second quarter 2010 eur 192 mn eur 193 mn corresponding period 2009,negative,31,296,227
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",finnish geosentric net sales decreased eur 939000 januarymarch 2009,negative,9,80,67
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",finnish kemira net sales eur decreased eur 12596 mn januaryjune 2009 eur 14251 mn januaryjune 2008,negative,16,123,98
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",finnish plumbing heating systems supplier uponor net sales continuing operations decreased 94 2008 eur 9492 mn eur 10474 mn 2007,negative,20,165,128
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",finnish plumbing heating systems supplier uponor net sales continuing business operations decreased eur 2491 mn julyseptember 2008 compared eur 2621 mn third quarter 2007,negative,24,206,170
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",finnish scanfil contract manufacturer systems supplier communication industrial electronics reports net sales eur 1087 mn first half 2008 eur 1111 mn year earlier,negative,23,209,162
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports net sales totalled eur 947 mn first half 2010 eur 995 mn first half 2009,negative,26,243,178
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",finnish shipping company finnlines grimaldi group reports net sales decreased eur 2418 mn januaryjune 2009 eur 3840 mn corresponding period 2008,negative,21,185,144
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",cargo traffic fell yearonyear 8561 tonnes september 2009,negative,8,71,56
"Cash flow after investments amounted to EUR45m , down from EUR46m .",cash flow investments amounted eur45m eur46m,negative,6,67,44
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",cocacola market leader manufacturers market share 369 22 corresponding period 20042005,negative,11,136,86
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,comparable operating profit decreased eur 138 mn eur 171 mn corresponding period 2005,negative,13,107,85
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,consolidated operating profit continuing operations decreased 623 eur 512 mn eur 1357 mn 2007,negative,14,119,93
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,consolidated pretax profit decreased 692 eur 410 mn eur 1331 mn 2007,negative,12,89,68
Device volume in the area decreased by 21 % to 2.7 mn units .,device volume area decreased 21 27 mn units,negative,8,61,43
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,diluted earnings per share eps declined eur 078 eur 176,negative,10,71,55
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,eur5 h1 09 august 2009 finnish media group ilkkayhtyma oyj hel ilk2s said today net profit fell 45 year eur5 first half 2009,negative,23,182,124
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",earnings per share eps amounted eur1 37 eur2 30,negative,9,70,47
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,earnings per share eps 2005 decreased eur1 87 eur1 89 2003,negative,11,80,58
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",earnings per share eps first half 2007 amounted eur0 29 eur0 40 year ago,negative,14,105,72
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,finnair total traffic decreased 87 terms revenue passenger kilometres,negative,9,86,69
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,finnish business software group affectogenimap oyj said net profit halved 12 mln euro 15 mln first nine months 2006 22 mln euro 28 mln period 2005,negative,26,201,146
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",finnish financial software solutions developer basware oyj said net profit fell 884000 euro 12 mln first quarter 2007 20 mln euro 27 mln year earlier,negative,25,192,149
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,finnish glass technology company glaston oyj abp net profit decreased 26 mln euro 38 mln first nine months 2007 78 mln euro 114 mln period 2006,negative,26,196,143
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",finnish management software solutions provider ixonos oyj net profit decreased 369000 euro 575000 first quarter 2008 669000 euro 10 mln period 2007,negative,22,200,147
